,accuracy,f1_score,false_negative,false_positive,intercept,max_beta,min_beta,precision,recall,true_negative,true_positive
33,0.6153846153846154,0.4688644688644689,0.0,10.0,-16.97457345486249,1.053364104750111,0.2637276888062307,0.37869822485207105,0.6153846153846154,16.0,0.0
34,0.7692307692307693,0.6688963210702342,0.0,6.0,-9.541165994061782,0.7988920607737493,-0.22790594954922616,0.591715976331361,0.7692307692307693,20.0,0.0
35,0.6538461538461539,0.5169946332737031,0.0,9.0,-9.925243344460496,0.6559485528953727,-0.3208976344173176,0.42751479289940825,0.6538461538461539,17.0,0.0
36,0.5769230769230769,0.4221388367729831,0.0,11.0,-17.48715936710261,0.918646645695395,0.21769714008376764,0.3328402366863905,0.5769230769230769,15.0,0.0
37,0.8076923076923077,0.7217675941080196,0.0,5.0,-10.225509754186405,0.7574262960093628,0.09310039602774582,0.6523668639053255,0.8076923076923077,21.0,0.0
38,0.6538461538461539,0.5169946332737031,0.0,9.0,-17.55875100744058,1.126008912825403,0.2973389398338241,0.42751479289940825,0.6538461538461539,17.0,0.0
39,0.6153846153846154,0.4688644688644689,0.0,10.0,-18.98939738333916,0.9614076361282977,0.2880665425936905,0.37869822485207105,0.6153846153846154,16.0,0.0
40,0.6153846153846154,0.4688644688644689,0.0,10.0,-17.704144673317803,0.9313531218128663,0.17784222309393205,0.37869822485207105,0.6153846153846154,16.0,0.0
41,0.7307692307692307,0.6170940170940169,0.0,7.0,-8.885876174218488,0.6964952086498608,-0.3016575450901915,0.5340236686390532,0.7307692307692307,19.0,0.0
42,0.6538461538461539,0.5169946332737031,0.0,9.0,-5.9317378025586125,0.743075394209149,-0.7769942006550371,0.42751479289940825,0.6538461538461539,17.0,0.0
43,0.6923076923076923,0.5664335664335665,0.0,8.0,-9.685050898892001,0.8413676667958366,0.0073092677418853825,0.47928994082840237,0.6923076923076923,18.0,0.0
44,0.7307692307692307,0.6170940170940169,0.0,7.0,-10.344444935655348,0.7424291064330064,-0.017785646375826254,0.5340236686390532,0.7307692307692307,19.0,0.0
45,0.6153846153846154,0.4688644688644689,0.0,10.0,-15.747278368256175,1.104798389984474,-0.24381815869538906,0.37869822485207105,0.6153846153846154,16.0,0.0
46,0.5,0.3333333333333333,0.0,13.0,-15.38260120583406,0.8106164805048509,0.09377779514097112,0.25,0.5,13.0,0.0
47,0.7692307692307693,0.6688963210702342,0.0,6.0,-9.877218640630321,0.6194417625879455,-0.03915472095566183,0.591715976331361,0.7692307692307693,20.0,0.0
48,0.6538461538461539,0.5169946332737031,0.0,9.0,-10.292293307324773,0.9497198031187815,-0.240451449204391,0.42751479289940825,0.6538461538461539,17.0,0.0
49,0.7692307692307693,0.6688963210702342,0.0,6.0,-17.249741075559022,1.2466121913937342,0.11721547329333054,0.591715976331361,0.7692307692307693,20.0,0.0
50,0.6538461538461539,0.5169946332737031,0.0,9.0,-10.126117086728584,0.8027210954807615,-0.11187935355202588,0.42751479289940825,0.6538461538461539,17.0,0.0
51,0.7307692307692307,0.6170940170940169,0.0,7.0,-18.09627524830606,1.3098085957493335,0.2035312245498323,0.5340236686390532,0.7307692307692307,19.0,0.0
52,0.6923076923076923,0.5664335664335665,0.0,8.0,-17.747584049407898,0.8885593331666383,0.2533264901996333,0.47928994082840237,0.6923076923076923,18.0,0.0
53,0.5384615384615384,0.37692307692307697,0.0,12.0,-16.175449852846356,0.7459497225581867,0.06893876520829625,0.28994082840236685,0.5384615384615384,14.0,0.0
54,0.7692307692307693,0.6688963210702342,0.0,6.0,-11.294549135398249,0.9812575069358521,-0.03644509341120987,0.591715976331361,0.7692307692307693,20.0,0.0
55,0.5384615384615384,0.37692307692307697,0.0,12.0,-16.77567582051084,0.8429973256191137,0.27418777128354765,0.28994082840236685,0.5384615384615384,14.0,0.0
56,0.6923076923076923,0.5664335664335665,0.0,8.0,-17.51082765518628,1.139601091391792,0.1900771083881253,0.47928994082840237,0.6923076923076923,18.0,0.0
57,0.6923076923076923,0.5664335664335665,0.0,8.0,-9.77712948947916,0.6883508621451467,-0.35375053299856435,0.47928994082840237,0.6923076923076923,18.0,0.0
58,0.7692307692307693,0.6688963210702342,0.0,6.0,-10.901891201153346,1.1482335856904424,-0.27952345891607455,0.591715976331361,0.7692307692307693,20.0,0.0
59,0.6538461538461539,0.5169946332737031,0.0,9.0,-11.044941343009238,0.8578136199302807,-0.4487145440528018,0.42751479289940825,0.6538461538461539,17.0,0.0
60,0.6153846153846154,0.4688644688644689,0.0,10.0,-9.498189842075114,0.8661613110774952,-0.20241495780119476,0.37869822485207105,0.6153846153846154,16.0,0.0
61,0.6538461538461539,0.5169946332737031,0.0,9.0,-8.349990749899707,0.9111925432167265,-0.45001243199240365,0.42751479289940825,0.6538461538461539,17.0,0.0
62,0.6153846153846154,0.4688644688644689,0.0,10.0,-7.3103165118095825,0.6553018426169345,-0.5215603118015919,0.37869822485207105,0.6153846153846154,16.0,0.0
63,0.6538461538461539,0.5169946332737031,0.0,9.0,-17.918506147026797,1.0837723079337314,0.3448751037665051,0.42751479289940825,0.6538461538461539,17.0,0.0
64,0.6923076923076923,0.5664335664335665,0.0,8.0,-16.55073275787042,0.963616427024354,-0.010969905595634525,0.47928994082840237,0.6923076923076923,18.0,0.0
65,0.6923076923076923,0.5664335664335665,0.0,8.0,-17.70949847042372,1.1479455165186931,-0.018691466836495977,0.47928994082840237,0.6923076923076923,18.0,0.0
66,0.6923076923076923,0.5664335664335665,0.0,8.0,-8.968309399531156,0.7477385463686881,-0.1268505344014569,0.47928994082840237,0.6923076923076923,18.0,0.0
67,0.6538461538461539,0.5169946332737031,0.0,9.0,-16.515048159332686,1.09629047981396,0.22986006763649464,0.42751479289940825,0.6538461538461539,17.0,0.0
68,0.5,0.3333333333333333,0.0,13.0,-14.8721531004425,0.8203913944723915,-0.26756228961808615,0.25,0.5,13.0,0.0
69,0.6153846153846154,0.4688644688644689,0.0,10.0,-8.112527428080595,0.7695701340354846,-0.2107148257426236,0.37869822485207105,0.6153846153846154,16.0,0.0
70,0.5769230769230769,0.4221388367729831,0.0,11.0,-16.128966167276683,0.9596351742722851,0.07044017196971313,0.3328402366863905,0.5769230769230769,15.0,0.0
71,0.8076923076923077,0.7217675941080196,0.0,5.0,-10.328877030514413,0.6156775351451298,-0.24128432874408415,0.6523668639053255,0.8076923076923077,21.0,0.0
72,0.6923076923076923,0.5664335664335665,0.0,8.0,-10.805836863771042,0.6315491452286284,0.052152737680970715,0.47928994082840237,0.6923076923076923,18.0,0.0
73,0.6153846153846154,0.4688644688644689,0.0,10.0,-17.4147854198815,0.9111449438179472,0.31795026005182797,0.37869822485207105,0.6153846153846154,16.0,0.0
74,0.6538461538461539,0.5169946332737031,0.0,9.0,-10.251211668709953,0.9021166535348079,-0.1598133405974119,0.42751479289940825,0.6538461538461539,17.0,0.0
75,0.6538461538461539,0.5169946332737031,0.0,9.0,-10.562738896177716,0.9774883175302673,0.08104663413469605,0.42751479289940825,0.6538461538461539,17.0,0.0
76,0.6538461538461539,0.5169946332737031,0.0,9.0,-15.934816619044708,1.0944324798428584,0.02816001003170316,0.42751479289940825,0.6538461538461539,17.0,0.0
77,0.7307692307692307,0.6170940170940169,0.0,7.0,-14.436329276683018,1.206819671119851,-0.0699328906483133,0.5340236686390532,0.7307692307692307,19.0,0.0
78,0.7307692307692307,0.6170940170940169,0.0,7.0,-8.801768019033993,0.890835703499156,-0.2613814783310662,0.5340236686390532,0.7307692307692307,19.0,0.0
79,0.7307692307692307,0.6170940170940169,0.0,7.0,-16.73176597674227,1.0302922429827934,0.2669986990927637,0.5340236686390532,0.7307692307692307,19.0,0.0
80,0.7307692307692307,0.6170940170940169,0.0,7.0,-16.744194970631142,0.9012232254127592,0.25619461816146233,0.5340236686390532,0.7307692307692307,19.0,0.0
81,0.6923076923076923,0.5664335664335665,0.0,8.0,-8.238242968428915,0.7917369404969261,-0.22736571133958433,0.47928994082840237,0.6923076923076923,18.0,0.0
82,0.6538461538461539,0.5169946332737031,0.0,9.0,-8.70061518315316,0.961190358719842,-0.03990343615888277,0.42751479289940825,0.6538461538461539,17.0,0.0
83,0.6153846153846154,0.4688644688644689,0.0,10.0,-8.77436266304517,1.1101796353344147,-0.3726774893840896,0.37869822485207105,0.6153846153846154,16.0,0.0
84,0.6538461538461539,0.5169946332737031,0.0,9.0,-10.561533725663024,1.1482942337815603,-0.3778325856511163,0.42751479289940825,0.6538461538461539,17.0,0.0
85,0.6153846153846154,0.4688644688644689,0.0,10.0,-8.847513337349357,0.6562612143503705,-0.380906062645035,0.37869822485207105,0.6153846153846154,16.0,0.0
86,0.7307692307692307,0.6170940170940169,0.0,7.0,-8.10033985106138,0.9323436738712094,-0.4713084648505797,0.5340236686390532,0.7307692307692307,19.0,0.0
87,0.6923076923076923,0.5664335664335665,0.0,8.0,-17.272638977288562,1.1870594128111684,0.23061588775865074,0.47928994082840237,0.6923076923076923,18.0,0.0
88,0.6923076923076923,0.5664335664335665,0.0,8.0,-9.44853238842454,0.9347763189493931,0.04833836671959992,0.47928994082840237,0.6923076923076923,18.0,0.0
89,0.6923076923076923,0.5664335664335665,0.0,8.0,-16.559412733947006,1.3467379873651981,0.11643722482767853,0.47928994082840237,0.6923076923076923,18.0,0.0
90,0.6153846153846154,0.4688644688644689,0.0,10.0,-16.52446129283829,0.8848959215967169,-0.0097529210431544,0.37869822485207105,0.6153846153846154,16.0,0.0
91,0.6538461538461539,0.5169946332737031,0.0,9.0,-18.1042397096141,1.0032726741421925,0.3729415837923302,0.42751479289940825,0.6538461538461539,17.0,0.0
92,0.6153846153846154,0.4688644688644689,0.0,10.0,-17.05422638906073,1.0934339132563018,0.054841493016510735,0.37869822485207105,0.6153846153846154,16.0,0.0
93,0.7692307692307693,0.6688963210702342,0.0,6.0,-8.59650191444119,0.9947580883468502,-0.22401652319343004,0.591715976331361,0.7692307692307693,20.0,0.0
94,0.6153846153846154,0.4688644688644689,0.0,10.0,-17.27019356496318,0.8085259155069777,0.21310925416362722,0.37869822485207105,0.6153846153846154,16.0,0.0
95,0.6538461538461539,0.5169946332737031,0.0,9.0,-17.044225473419907,1.1712290759521247,0.20284677028735248,0.42751479289940825,0.6538461538461539,17.0,0.0
96,0.5769230769230769,0.4221388367729831,0.0,11.0,-16.848016255103527,1.091688135535328,0.2245390136268456,0.3328402366863905,0.5769230769230769,15.0,0.0
97,0.5769230769230769,0.4221388367729831,0.0,11.0,-15.270002485594537,1.0063359322097467,-0.036810215135691556,0.3328402366863905,0.5769230769230769,15.0,0.0
98,0.6923076923076923,0.5664335664335665,0.0,8.0,-10.722014220223505,0.9363109271029605,-0.1622567047887222,0.47928994082840237,0.6923076923076923,18.0,0.0
99,0.6153846153846154,0.4688644688644689,0.0,10.0,-17.353347411032207,1.2348152482756025,0.19942429605346784,0.37869822485207105,0.6153846153846154,16.0,0.0
100,0.6153846153846154,0.4688644688644689,0.0,10.0,-16.9281878195862,1.189256531304563,0.23100736910096512,0.37869822485207105,0.6153846153846154,16.0,0.0
